registration_date,registration_country,purchase_count,purchase_count_delivery,purchase_count_takeaway,first_purchase_day,last_purchase_day,user_id,breakfast_purchases,lunch_purchases,evening_purchases,dinner_purchases,late_night_purchases,total_purchases_eur,distinct_purchase_venue_count,min_purchase_value_eur,max_purchase_value_eur,avg_purchase_value_eur,preferred_device,ios_purchases,web_purchases,android_purchases,user_has_valid_payment_method,most_common_hour_of_the_day_to_purchase,most_common_weekday_to_purchase,average_delivery_distance_kms,general merchandise,grocery,pet supplies,restaurant,retail store,recencia,frequencia,monetariedade,recencia_score,frequencia_score,monetariedade_score,rfm_score,segmento,categoria_rfm,cluster
2019-09-19,FIN,1,1.0,0.0,2019-09-19,2019-09-19,13743,0.0,0.0,0.0,1.0,0.0,22.264,1.0,22.308,22.352,22.264,android,0.0,0.0,1.0,False,21.0,5.0,10.301,0,0,0,1,0,410,1,22.264,1,2,1,12,adormecidos,inativos,0
2019-09-19,FIN,1,1.0,0.0,2019-09-19,2019-09-19,13744,0.0,0.0,0.0,1.0,0.0,20.24,1.0,20.28,20.32,20.24,android,0.0,0.0,1.0,True,16.0,2.0,2.289,0,0,0,1,0,410,1,20.24,1,2,1,12,adormecidos,inativos,0
2019-09-19,GRC,1,1.0,0.0,2019-09-19,2019-09-19,13746,0.0,0.0,0.0,1.0,0.0,9.108,1.0,9.126,9.144,9.108,android,0.0,0.0,1.0,False,13.0,7.0,4.716,0,0,0,1,0,410,1,9.108,1,2,1,12,adormecidos,inativos,0
2019-09-19,DNK,1,1.0,0.0,2019-09-19,2019-09-19,13747,0.0,0.0,0.0,1.0,0.0,21.252,1.0,21.294,21.336,21.252,ios,1.0,0.0,0.0,False,21.0,6.0,7.236,0,0,0,1,0,410,1,21.252,1,2,1,12,adormecidos,inativos,0
2019-09-19,FIN,1,0.0,1.0,2020-05-24,2020-05-24,13749,0.0,1.0,0.0,0.0,0.0,9.108,1.0,9.126,9.144,9.108,ios,1.0,0.0,0.0,False,0.0,1.0,7.593,0,0,0,1,0,162,1,9.108,3,2,1,32,quase_inativos,inativos,2
2019-09-19,FIN,36,36.0,0.0,2019-09-20,2020-08-14,13750,2.0,23.0,0.0,11.0,0.0,835.912,12.0,14.196,40.64,23.276,android,0.0,0.0,36.0,False,17.0,1.0,6.666,0,0,0,18,18,80,36,835.912,4,5,5,45,parceiros_longa_data,otimos_clientes,1
2019-09-19,FIN,2,2.0,0.0,2020-04-08,2020-08-29,13753,0.0,1.0,0.0,1.0,0.0,85.008,2.0,28.392,56.896,42.504,ios,2.0,0.0,0.0,True,15.0,3.0,8.242,0,0,0,2,0,65,2,85.008,4,3,3,43,quase_fieis,otimos_clientes,2
2019-09-19,FIN,1,1.0,0.0,2019-09-21,2019-09-21,13755,0.0,1.0,0.0,0.0,0.0,62.744,1.0,62.868,62.992,62.744,android,0.0,0.0,1.0,False,8.0,4.0,4.462,0,0,0,1,0,408,1,62.744,1,2,3,12,adormecidos,inativos,0
2019-09-19,GRC,6,5.0,1.0,2019-09-27,2020-09-27,13756,0.0,4.0,2.0,0.0,0.0,46.552,5.0,4.056,10.16,8.096,android,0.0,0.0,6.0,False,15.0,2.0,5.445,0,0,0,3,3,36,6,46.552,4,4,2,44,parceiros_longa_data,otimos_clientes,2
2019-09-19,FIN,1,1.0,0.0,2019-09-19,2019-09-19,13760,0.0,0.0,0.0,1.0,0.0,31.372,1.0,31.434,31.496,31.372,android,0.0,0.0,1.0,False,12.0,4.0,11.961,0,0,0,1,0,410,1,31.372,1,2,2,12,adormecidos,inativos,0
2019-09-19,FIN,1,0.0,1.0,2019-09-21,2019-09-21,13763,0.0,1.0,0.0,0.0,0.0,20.24,1.0,20.28,20.32,20.24,ios,1.0,0.0,0.0,True,8.0,3.0,5.277,0,0,0,1,0,408,1,20.24,1,2,1,12,adormecidos,inativos,0
2019-09-19,FIN,19,19.0,0.0,2019-09-29,2020-10-11,13764,0.0,16.0,0.0,3.0,0.0,349.14,7.0,14.196,40.64,18.216,android,1.0,0.0,18.0,True,5.0,4.0,1.329,1,9,0,9,0,22,19,349.14,5,5,5,55,aliados_ouro,otimos_clientes,1
2019-09-19,DNK,2,2.0,0.0,2019-09-19,2019-09-30,13768,0.0,0.0,0.0,2.0,0.0,86.02,1.0,30.42,55.88,42.504,ios,2.0,0.0,0.0,True,12.0,1.0,3.178,0,0,0,2,0,399,2,86.02,2,3,3,23,em_risco,em_risco,3
2019-09-19,FIN,6,6.0,0.0,2020-02-21,2020-10-14,13771,0.0,4.0,1.0,1.0,0.0,131.56,4.0,14.196,32.512,22.264,ios,6.0,0.0,0.0,True,16.0,7.0,11.157,0,0,0,3,3,19,6,131.56,5,4,4,54,aliados_ouro,otimos_clientes,1
2019-09-19,FIN,2,1.0,1.0,2020-01-02,2020-08-09,13772,0.0,2.0,0.0,0.0,0.0,56.672,2.0,26.364,30.48,28.336,android,0.0,0.0,2.0,False,2.0,6.0,4.512,0,0,0,2,0,85,2,56.672,4,3,3,43,quase_fieis,otimos_clientes,2
2019-09-19,DNK,11,10.0,1.0,2019-09-19,2020-10-02,13775,0.0,7.0,1.0,3.0,0.0,297.528,6.0,12.168,47.752,27.324,ios,11.0,0.0,0.0,True,21.0,4.0,4.839,1,5,0,5,0,31,11,297.528,4,5,5,45,parceiros_longa_data,otimos_clientes,1
2019-09-19,FIN,3,3.0,0.0,2019-09-20,2019-12-10,13777,0.0,1.0,0.0,2.0,0.0,124.476,1.0,25.35,54.864,41.492,ios,3.0,0.0,0.0,True,2.0,5.0,7.645,0,0,0,3,0,328,3,124.476,2,3,4,23,em_risco,em_risco,3
2019-09-19,GRC,5,5.0,0.0,2019-09-19,2020-06-30,13778,0.0,0.0,3.0,2.0,0.0,46.552,5.0,6.084,18.288,9.108,android,0.0,0.0,5.0,False,14.0,5.0,10.643,0,0,0,5,0,125,5,46.552,3,4,2,34,parceiros_longa_data,otimos_clientes,2
2019-09-19,FIN,4,3.0,1.0,2019-09-26,2019-10-12,13779,0.0,3.0,0.0,1.0,0.0,129.536,4.0,18.252,50.8,32.384,ios,4.0,0.0,0.0,True,17.0,7.0,8.201,0,0,0,4,0,387,4,129.536,2,4,4,24,em_risco,em_risco,3
2019-09-19,FIN,3,3.0,0.0,2020-06-01,2020-10-23,13781,0.0,1.0,0.0,2.0,0.0,68.816,2.0,14.196,29.464,23.276,web,0.0,3.0,0.0,True,3.0,2.0,10.576,0,0,0,3,0,10,3,68.816,5,3,3,53,quase_fieis,otimos_clientes,2
2019-09-19,FIN,14,10.0,4.0,2019-10-02,2020-10-23,13783,0.0,5.0,0.0,9.0,0.0,785.312,2.0,17.238,101.6,55.66,android,0.0,0.0,14.0,False,9.0,7.0,1.488,0,0,0,7,7,10,14,785.312,5,5,5,55,aliados_ouro,otimos_clientes,1
2019-09-19,FIN,6,6.0,0.0,2019-10-24,2020-10-31,13784,0.0,4.0,0.0,2.0,0.0,153.824,3.0,18.252,38.608,25.3,android,0.0,0.0,6.0,False,2.0,1.0,4.365,0,0,0,3,3,2,6,153.824,5,4,4,54,aliados_ouro,otimos_clientes,1
2019-09-19,FIN,24,24.0,0.0,2019-09-19,2020-10-25,13785,0.0,1.0,13.0,10.0,0.0,547.492,8.0,15.21,42.672,23.276,android,0.0,0.0,24.0,True,3.0,2.0,8.539,0,0,0,12,12,8,24,547.492,5,5,5,55,aliados_ouro,otimos_clientes,1
2019-09-19,FIN,13,11.0,2.0,2019-09-23,2020-10-11,13788,1.0,6.0,0.0,6.0,0.0,373.428,5.0,15.21,78.232,28.336,ios,13.0,0.0,0.0,False,18.0,5.0,4.443,1,6,0,6,0,22,13,373.428,5,5,5,55,aliados_ouro,otimos_clientes,1
2019-09-19,FIN,1,1.0,0.0,2019-09-24,2019-09-24,13789,0.0,1.0,0.0,0.0,0.0,14.168,1.0,14.196,14.224,14.168,android,0.0,0.0,1.0,True,21.0,4.0,8.236,0,0,0,1,0,405,1,14.168,1,2,1,12,adormecidos,inativos,0
2019-09-19,FIN,4,4.0,0.0,2019-09-19,2020-06-14,13790,0.0,3.0,1.0,0.0,0.0,75.9,2.0,12.168,25.4,19.228,ios,4.0,0.0,0.0,True,21.0,3.0,4.516,0,0,0,4,0,141,4,75.9,3,4,3,34,parceiros_longa_data,otimos_clientes,3
2019-09-19,DNK,3,1.0,2.0,2019-09-19,2020-10-27,13791,0.0,2.0,0.0,1.0,0.0,107.272,2.0,7.098,92.456,35.42,web,0.0,3.0,0.0,True,23.0,3.0,8.249,0,0,0,3,0,6,3,107.272,5,3,3,53,quase_fieis,otimos_clientes,2
2019-09-19,FIN,1,1.0,0.0,2019-10-12,2019-10-12,13792,0.0,0.0,0.0,1.0,0.0,48.576,1.0,48.672,48.768,48.576,ios,1.0,0.0,0.0,False,23.0,5.0,4.692,0,0,0,1,0,387,1,48.576,2,2,2,22,adormecidos,inativos,0
2019-09-19,FIN,1,1.0,0.0,2020-07-08,2020-07-08,13793,0.0,0.0,1.0,0.0,0.0,24.288,1.0,24.336,24.384,24.288,ios,1.0,0.0,0.0,True,15.0,5.0,10.65,0,0,0,1,0,117,1,24.288,3,2,1,32,quase_inativos,inativos,2
2019-09-19,DNK,4,3.0,1.0,2019-09-21,2020-10-16,13796,0.0,2.0,1.0,1.0,0.0,76.912,3.0,15.21,25.4,19.228,android,0.0,0.0,4.0,False,12.0,2.0,5.781,0,0,0,4,0,17,4,76.912,5,4,3,54,aliados_ouro,otimos_clientes,2
2019-09-19,GRC,2,2.0,0.0,2020-07-10,2020-07-23,13797,0.0,1.0,1.0,0.0,0.0,23.276,2.0,10.14,14.224,12.144,android,0.0,0.0,2.0,True,2.0,2.0,10.538,0,0,0,2,0,102,2,23.276,3,3,1,33,precisam_de_carinho,em_risco,2
2019-09-19,FIN,7,7.0,0.0,2019-09-20,2020-07-28,13798,0.0,4.0,0.0,3.0,0.0,175.076,5.0,17.238,35.56,25.3,ios,7.0,0.0,0.0,False,19.0,2.0,9.647,1,3,0,3,0,97,7,175.076,3,4,4,34,parceiros_longa_data,otimos_clientes,1
2019-09-19,FIN,1,1.0,0.0,2020-09-20,2020-09-20,13800,0.0,0.0,0.0,1.0,0.0,15.18,1.0,15.21,15.24,15.18,ios,1.0,0.0,0.0,True,13.0,2.0,7.236,0,0,0,1,0,43,1,15.18,4,2,1,42,quase_fieis,otimos_clientes,2
2019-09-19,FIN,5,5.0,0.0,2019-12-06,2020-08-29,13802,0.0,0.0,0.0,5.0,0.0,133.584,4.0,17.238,44.704,26.312,web,0.0,0.0,5.0,True,17.0,6.0,6.735,0,0,0,5,0,65,5,133.584,4,4,4,44,parceiros_longa_data,otimos_clientes,1
2019-09-19,DNK,2,2.0,0.0,2019-09-19,2019-10-01,13803,0.0,1.0,0.0,1.0,0.0,40.48,1.0,20.28,20.32,20.24,ios,2.0,0.0,0.0,True,8.0,7.0,7.05,0,0,0,2,0,398,2,40.48,2,3,2,23,em_risco,em_risco,0
2019-09-19,FIN,9,5.0,4.0,2019-09-27,2020-05-25,13805,0.0,9.0,0.0,0.0,0.0,274.252,4.0,17.238,40.64,30.36,android,0.0,0.0,9.0,False,20.0,1.0,4.484,1,4,0,4,0,161,9,274.252,3,5,5,35,parceiros_longa_data,otimos_clientes,1
2019-09-19,FIN,1,1.0,0.0,2020-01-17,2020-01-17,13806,0.0,1.0,0.0,0.0,0.0,46.552,1.0,46.644,46.736,46.552,ios,1.0,0.0,0.0,False,0.0,1.0,3.478,0,0,0,1,0,290,1,46.552,2,2,2,22,adormecidos,inativos,0
2019-09-19,FIN,2,2.0,0.0,2019-12-04,2019-12-15,13807,0.0,0.0,0.0,2.0,0.0,72.864,2.0,30.42,42.672,36.432,android,0.0,0.0,2.0,True,5.0,7.0,8.465,0,0,0,2,0,323,2,72.864,2,3,3,23,em_risco,em_risco,3
2019-09-19,FIN,2,2.0,0.0,2019-09-29,2019-10-24,13809,0.0,2.0,0.0,0.0,0.0,49.588,2.0,19.266,31.496,25.3,ios,1.0,1.0,0.0,True,1.0,1.0,3.235,0,0,0,2,0,375,2,49.588,2,3,2,23,em_risco,em_risco,3
2019-09-19,FIN,5,5.0,0.0,2020-01-12,2020-09-28,13811,0.0,3.0,0.0,2.0,0.0,82.984,3.0,14.196,19.304,16.192,web,5.0,0.0,0.0,False,2.0,3.0,4.249,0,0,0,5,0,35,5,82.984,4,4,3,44,parceiros_longa_data,otimos_clientes,1
2019-09-19,FIN,1,1.0,0.0,2019-09-28,2019-09-28,13814,0.0,0.0,0.0,1.0,0.0,15.18,1.0,15.21,15.24,15.18,ios,1.0,0.0,0.0,True,14.0,1.0,0.024,0,0,0,1,0,401,1,15.18,2,2,1,22,adormecidos,inativos,0
2019-09-19,DNK,1,1.0,0.0,2019-09-19,2019-09-19,13816,0.0,0.0,0.0,1.0,0.0,28.336,1.0,28.392,28.448,28.336,ios,1.0,0.0,0.0,True,13.0,1.0,11.363,0,0,0,1,0,410,1,28.336,1,2,2,12,adormecidos,inativos,0
2019-09-19,FIN,2,2.0,0.0,2019-09-19,2020-09-05,13817,0.0,0.0,1.0,1.0,0.0,60.72,2.0,16.224,44.704,30.36,ios,2.0,0.0,0.0,False,5.0,5.0,4.423,0,0,0,2,0,58,2,60.72,4,3,3,43,quase_fieis,otimos_clientes,2
2019-09-19,FIN,1,1.0,0.0,2020-07-28,2020-07-28,13820,0.0,0.0,0.0,1.0,0.0,31.372,1.0,31.434,31.496,31.372,android,0.0,0.0,1.0,False,8.0,6.0,2.244,0,0,0,1,0,97,1,31.372,3,2,2,32,quase_inativos,inativos,2
2019-09-19,DNK,1,1.0,0.0,2019-09-19,2019-09-19,13821,0.0,0.0,0.0,1.0,0.0,85.008,1.0,85.176,85.344,85.008,ios,1.0,0.0,0.0,True,17.0,5.0,6.438,0,0,0,1,0,410,1,85.008,1,2,3,12,adormecidos,inativos,0
2019-09-19,GRC,6,6.0,0.0,2020-09-09,2020-09-28,13823,0.0,6.0,0.0,0.0,0.0,62.744,2.0,7.098,15.24,10.12,android,0.0,6.0,0.0,True,8.0,7.0,6.446,0,0,0,3,3,35,6,62.744,4,4,3,44,parceiros_longa_data,otimos_clientes,1
2019-09-19,FIN,5,3.0,2.0,2019-10-23,2020-10-11,13824,0.0,4.0,0.0,1.0,0.0,197.34,3.0,30.42,43.688,39.468,android,0.0,0.0,5.0,False,6.0,3.0,7.529,0,0,0,5,0,22,5,197.34,5,4,4,54,aliados_ouro,otimos_clientes,1
2019-09-19,GRC,24,23.0,1.0,2020-01-26,2020-09-20,13825,2.0,6.0,9.0,6.0,0.0,365.332,8.0,5.07,39.624,15.18,ios,24.0,0.0,0.0,True,23.0,3.0,11.522,0,0,0,12,12,43,24,365.332,4,5,5,45,parceiros_longa_data,otimos_clientes,1
2019-09-19,FIN,1,1.0,0.0,2019-10-05,2019-10-05,13826,0.0,1.0,0.0,0.0,0.0,16.192,1.0,16.224,16.256,16.192,android,0.0,0.0,1.0,False,16.0,7.0,11.936,0,0,0,1,0,394,1,16.192,2,2,1,22,adormecidos,inativos,0
2019-09-19,FIN,2,2.0,0.0,2019-09-20,2020-05-29,13831,0.0,1.0,0.0,1.0,0.0,42.504,1.0,20.28,22.352,21.252,ios,2.0,0.0,0.0,True,18.0,1.0,5.215,0,0,0,2,0,157,2,42.504,3,3,2,33,precisam_de_carinho,em_risco,2
2019-09-19,DNK,4,0.0,4.0,2019-09-19,2020-06-19,13834,0.0,0.0,0.0,4.0,0.0,129.536,4.0,19.266,44.704,32.384,android,0.0,0.0,4.0,False,2.0,1.0,10.926,0,0,0,4,0,136,4,129.536,3,4,4,34,parceiros_longa_data,otimos_clientes,3
2019-09-19,GRC,9,9.0,0.0,2019-09-22,2020-05-05,13835,0.0,1.0,6.0,2.0,0.0,232.76,2.0,15.21,36.576,26.312,android,0.0,0.0,9.0,False,2.0,4.0,10.304,1,4,0,4,0,181,9,232.76,3,5,4,35,parceiros_longa_data,otimos_clientes,1
2019-09-19,FIN,4,4.0,0.0,2019-10-06,2020-09-08,13836,1.0,1.0,1.0,1.0,0.0,133.584,3.0,27.378,38.608,33.396,android,0.0,0.0,4.0,False,3.0,2.0,9.358,0,0,0,4,0,55,4,133.584,4,4,4,44,parceiros_longa_data,otimos_clientes,1
2019-09-19,FIN,1,1.0,0.0,2019-09-19,2019-09-19,13839,0.0,0.0,1.0,0.0,0.0,31.372,1.0,31.434,31.496,31.372,ios,1.0,0.0,0.0,False,14.0,1.0,5.451,0,0,0,1,0,410,1,31.372,1,2,2,12,adormecidos,inativos,0
2019-09-19,DNK,1,1.0,0.0,2019-09-20,2019-09-20,13840,0.0,0.0,0.0,1.0,0.0,52.624,1.0,52.728,52.832,52.624,android,0.0,0.0,1.0,False,19.0,7.0,11.068,0,0,0,1,0,409,1,52.624,1,2,2,12,adormecidos,inativos,0
2019-09-19,GRC,1,1.0,0.0,2019-09-19,2019-09-19,13841,0.0,0.0,1.0,0.0,0.0,9.108,1.0,9.126,9.144,9.108,android,0.0,0.0,1.0,False,11.0,4.0,0.283,0,0,0,1,0,410,1,9.108,1,2,1,12,adormecidos,inativos,0
2019-09-19,FIN,3,3.0,0.0,2019-12-19,2020-01-24,13842,0.0,0.0,0.0,3.0,0.0,92.092,2.0,25.35,40.64,30.36,android,0.0,0.0,3.0,False,23.0,2.0,3.592,0,0,0,3,0,283,3,92.092,2,3,3,23,em_risco,em_risco,3
2019-09-19,FIN,19,19.0,0.0,2019-09-26,2020-10-27,13843,0.0,8.0,3.0,8.0,0.0,551.54,6.0,15.21,42.672,29.348,android,0.0,0.0,19.0,False,17.0,1.0,3.659,1,9,0,9,0,6,19,551.54,5,5,5,55,aliados_ouro,otimos_clientes,1
2019-09-19,FIN,5,4.0,1.0,2020-01-03,2020-06-09,13848,0.0,3.0,0.0,2.0,0.0,113.344,5.0,18.252,29.464,22.264,ios,5.0,0.0,0.0,True,1.0,7.0,1.351,0,0,0,5,0,146,5,113.344,3,4,4,34,parceiros_longa_data,otimos_clientes,3
2019-09-19,FIN,32,32.0,0.0,2019-12-14,2020-10-29,13851,0.0,9.0,5.0,18.0,0.0,872.344,3.0,18.252,45.72,27.324,ios,32.0,0.0,0.0,False,0.0,7.0,0.816,0,0,0,16,16,4,32,872.344,5,5,5,55,aliados_ouro,otimos_clientes,1
2019-09-19,FIN,1,1.0,0.0,2020-04-12,2020-04-12,13852,0.0,0.0,0.0,1.0,0.0,33.396,1.0,33.462,33.528,33.396,android,0.0,0.0,1.0,True,4.0,7.0,4.934,0,0,0,1,0,204,1,33.396,3,2,2,32,quase_inativos,inativos,2
2019-09-19,FIN,5,5.0,0.0,2019-11-24,2020-05-29,13855,0.0,2.0,0.0,3.0,0.0,111.32,4.0,16.224,28.448,22.264,ios,5.0,0.0,0.0,True,1.0,3.0,9.183,0,0,0,5,0,157,5,111.32,3,4,4,34,parceiros_longa_data,otimos_clientes,3
2019-09-19,FIN,9,9.0,0.0,2019-10-06,2020-06-14,13858,0.0,5.0,0.0,4.0,0.0,635.536,4.0,42.588,117.856,70.84,ios,9.0,0.0,0.0,True,3.0,6.0,0.863,1,4,0,4,0,141,9,635.536,3,5,5,35,parceiros_longa_data,otimos_clientes,1
2019-09-19,FIN,1,1.0,0.0,2019-09-19,2019-09-19,13859,0.0,0.0,1.0,0.0,0.0,14.168,1.0,14.196,14.224,14.168,web,0.0,1.0,0.0,True,20.0,7.0,6.685,0,0,0,1,0,410,1,14.168,1,2,1,12,adormecidos,inativos,0
2019-09-19,FIN,4,3.0,1.0,2020-04-30,2020-09-27,13860,0.0,2.0,0.0,2.0,0.0,62.744,4.0,9.126,20.32,16.192,ios,4.0,0.0,0.0,False,9.0,3.0,10.926,0,0,0,4,0,36,4,62.744,4,4,3,44,parceiros_longa_data,otimos_clientes,2
2019-09-19,FIN,2,0.0,2.0,2019-11-28,2020-03-28,13861,0.0,1.0,0.0,1.0,0.0,64.768,2.0,30.42,34.544,32.384,android,0.0,0.0,2.0,True,8.0,1.0,4.667,0,0,0,2,0,219,2,64.768,3,3,3,33,precisam_de_carinho,em_risco,3
2019-09-19,FIN,1,1.0,0.0,2019-09-22,2019-09-22,13863,0.0,1.0,0.0,0.0,0.0,28.336,1.0,28.392,28.448,28.336,android,0.0,0.0,1.0,False,4.0,1.0,4.853,0,0,0,1,0,407,1,28.336,1,2,2,12,adormecidos,inativos,0
2019-09-19,FIN,1,1.0,0.0,2020-04-25,2020-04-25,13864,0.0,0.0,0.0,1.0,0.0,19.228,1.0,19.266,19.304,19.228,android,0.0,0.0,1.0,False,5.0,2.0,5.226,0,0,0,1,0,191,1,19.228,3,2,1,32,quase_inativos,inativos,2
2019-09-19,FIN,6,6.0,0.0,2020-03-05,2020-10-19,13867,0.0,1.0,2.0,3.0,0.0,129.536,6.0,11.154,44.704,21.252,web,6.0,0.0,0.0,True,23.0,5.0,8.676,0,0,0,3,3,14,6,129.536,5,4,4,54,aliados_ouro,otimos_clientes,1
2019-09-19,FIN,3,2.0,1.0,2019-09-20,2020-10-14,13869,0.0,2.0,0.0,1.0,0.0,78.936,2.0,18.252,32.512,26.312,ios,3.0,0.0,0.0,True,3.0,4.0,3.597,0,0,0,3,0,19,3,78.936,5,3,3,53,quase_fieis,otimos_clientes,2
2019-09-19,DNK,6,6.0,0.0,2019-09-21,2020-07-07,13870,0.0,0.0,1.0,5.0,0.0,167.992,5.0,25.35,37.592,28.336,ios,4.0,0.0,2.0,True,12.0,2.0,2.877,0,0,0,3,3,118,6,167.992,3,4,4,34,parceiros_longa_data,otimos_clientes,1
2019-09-19,FIN,12,12.0,0.0,2019-09-20,2020-08-29,13871,0.0,10.0,0.0,2.0,0.0,253.0,5.0,11.154,40.64,21.252,ios,12.0,0.0,0.0,True,7.0,4.0,7.857,0,0,0,6,6,65,12,253.0,4,5,5,45,parceiros_longa_data,otimos_clientes,1
2019-09-19,FIN,3,3.0,0.0,2019-09-19,2020-04-23,13872,1.0,1.0,1.0,0.0,0.0,59.708,3.0,17.238,25.4,20.24,web,2.0,1.0,0.0,True,12.0,4.0,8.942,0,0,0,3,0,193,3,59.708,3,3,3,33,precisam_de_carinho,em_risco,3
2019-09-19,DNK,3,3.0,0.0,2019-10-05,2020-10-16,13873,0.0,0.0,0.0,3.0,0.0,85.008,2.0,18.252,38.608,28.336,ios,3.0,0.0,0.0,True,4.0,3.0,11.554,0,0,0,3,0,17,3,85.008,5,3,3,53,quase_fieis,otimos_clientes,2
2019-09-19,FIN,27,27.0,0.0,2019-11-16,2020-09-25,13874,0.0,21.0,1.0,5.0,0.0,966.46,9.0,14.196,90.424,35.42,ios,27.0,0.0,0.0,False,20.0,4.0,0.021,1,13,0,13,0,38,27,966.46,4,5,5,45,parceiros_longa_data,otimos_clientes,1
2019-09-19,FIN,3,3.0,0.0,2019-10-19,2020-01-18,13880,0.0,1.0,0.0,2.0,0.0,49.588,3.0,12.168,22.352,16.192,ios,3.0,0.0,0.0,True,21.0,6.0,3.185,0,0,0,3,0,289,3,49.588,2,3,2,23,em_risco,em_risco,3
2019-09-19,DNK,5,5.0,0.0,2019-11-30,2020-10-03,13882,0.0,0.0,0.0,5.0,0.0,226.688,5.0,21.294,73.152,45.54,ios,5.0,0.0,0.0,False,8.0,7.0,9.543,0,0,0,5,0,30,5,226.688,4,4,4,44,parceiros_longa_data,otimos_clientes,1
2019-09-19,GRC,10,10.0,0.0,2020-08-07,2020-10-31,13885,0.0,2.0,7.0,1.0,0.0,149.776,1.0,12.168,17.272,15.18,android,0.0,0.0,10.0,True,9.0,6.0,7.24,0,0,0,5,5,2,10,149.776,5,5,4,55,aliados_ouro,otimos_clientes,1
2019-09-19,DNK,15,15.0,0.0,2019-09-20,2020-10-28,13888,0.0,15.0,0.0,0.0,0.0,766.084,10.0,25.35,106.68,50.6,web,1.0,14.0,0.0,True,12.0,1.0,9.375,1,7,0,7,0,5,15,766.084,5,5,5,55,aliados_ouro,otimos_clientes,1
2019-09-19,FIN,1,1.0,0.0,2019-12-18,2019-12-18,13889,0.0,0.0,0.0,1.0,0.0,16.192,1.0,16.224,16.256,16.192,android,0.0,0.0,1.0,False,2.0,3.0,0.455,0,0,0,1,0,320,1,16.192,2,2,1,22,adormecidos,inativos,0
2019-09-19,GRC,1,1.0,0.0,2020-09-22,2020-09-22,13895,0.0,0.0,0.0,1.0,0.0,11.132,1.0,11.154,11.176,11.132,android,0.0,0.0,1.0,True,22.0,4.0,11.483,0,0,0,1,0,41,1,11.132,4,2,1,42,quase_fieis,otimos_clientes,2
2019-09-19,GRC,1,1.0,0.0,2019-09-19,2019-09-19,13896,0.0,0.0,1.0,0.0,0.0,12.144,1.0,12.168,12.192,12.144,android,0.0,0.0,1.0,False,1.0,3.0,2.03,0,0,0,1,0,410,1,12.144,1,2,1,12,adormecidos,inativos,0
2019-09-19,FIN,19,19.0,0.0,2019-09-22,2020-08-17,13899,0.0,7.0,4.0,8.0,0.0,871.332,7.0,14.196,109.728,45.54,android,0.0,0.0,19.0,True,0.0,1.0,3.302,1,9,0,9,0,77,19,871.332,4,5,5,45,parceiros_longa_data,otimos_clientes,1
2019-09-19,DNK,1,1.0,0.0,2019-09-20,2019-09-20,13901,0.0,0.0,0.0,1.0,0.0,82.984,1.0,83.148,83.312,82.984,ios,1.0,0.0,0.0,False,17.0,6.0,9.781,0,0,0,1,0,409,1,82.984,1,2,3,12,adormecidos,inativos,0
2019-09-19,FIN,1,1.0,0.0,2020-07-09,2020-07-09,13909,0.0,0.0,1.0,0.0,0.0,19.228,1.0,19.266,19.304,19.228,ios,1.0,0.0,0.0,True,9.0,1.0,6.318,0,0,0,1,0,116,1,19.228,3,2,1,32,quase_inativos,inativos,2
2019-09-19,FIN,4,4.0,0.0,2020-02-23,2020-09-08,13913,0.0,1.0,1.0,2.0,0.0,77.924,3.0,15.21,27.432,19.228,android,0.0,0.0,4.0,False,7.0,4.0,5.439,0,0,0,4,0,55,4,77.924,4,4,3,44,parceiros_longa_data,otimos_clientes,2
2019-09-19,FIN,5,5.0,0.0,2019-09-20,2020-01-12,13914,0.0,4.0,0.0,1.0,0.0,72.864,4.0,11.154,17.272,14.168,android,0.0,0.0,5.0,True,11.0,4.0,7.289,0,0,0,5,0,295,5,72.864,2,4,3,24,em_risco,em_risco,3
2019-09-19,FIN,1,1.0,0.0,2019-09-20,2019-09-20,13916,0.0,1.0,0.0,0.0,0.0,20.24,1.0,20.28,20.32,20.24,android,0.0,0.0,1.0,True,8.0,2.0,9.588,0,0,0,1,0,409,1,20.24,1,2,1,12,adormecidos,inativos,0
2019-09-19,FIN,4,4.0,0.0,2020-09-30,2020-10-13,13917,0.0,2.0,0.0,2.0,0.0,105.248,3.0,16.224,42.672,26.312,android,0.0,0.0,4.0,False,10.0,2.0,0.303,0,0,0,4,0,20,4,105.248,5,4,3,54,aliados_ouro,otimos_clientes,1
2019-09-19,FIN,1,1.0,0.0,2020-10-31,2020-10-31,13920,0.0,0.0,0.0,1.0,0.0,38.456,1.0,38.532,38.608,38.456,android,0.0,0.0,1.0,False,19.0,6.0,9.664,0,0,0,1,0,2,1,38.456,5,2,2,52,quase_fieis,otimos_clientes,2
2019-09-19,GRC,9,9.0,0.0,2019-09-21,2020-09-29,13922,0.0,2.0,4.0,3.0,0.0,160.908,5.0,11.154,33.528,18.216,android,0.0,6.0,3.0,True,6.0,3.0,1.208,1,4,0,4,0,34,9,160.908,4,5,4,45,parceiros_longa_data,otimos_clientes,1
2019-09-19,FIN,3,3.0,0.0,2019-11-30,2020-02-21,13923,0.0,2.0,0.0,1.0,0.0,83.996,1.0,19.266,44.704,28.336,android,0.0,0.0,3.0,False,12.0,6.0,5.01,0,0,0,3,0,255,3,83.996,2,3,3,23,em_risco,em_risco,3
